index,rank,word,frequency,percentile,distance,probability,distance_probability
1495,5405,"invalidation",0,21.6594,-0.550164,0.00013417,-7.34629255
1496,5404,"eider",0,21.6739,-0.550164,0.00013417,-7.34629255
1497,5403,"presumptively",0,21.6884,-0.550164,0.00013417,-7.34629255
1498,5402,"motorsport",0,21.7029,-0.550164,0.00013417,-7.34629255
1499,5401,"narc",0,21.7174,-0.550164,0.00013417,-7.34629255
1500,5400,"liminality",0,21.7319,-0.550164,0.00013417,-7.34629255
1501,5399,"pinking",0,21.7464,-0.550164,0.00013417,-7.34629255
1502,5398,"miseducation",0,21.7609,-0.550164,0.00013417,-7.34629255
1503,5397,"stimulator",0,21.7754,-0.550164,0.00013417,-7.34629255
1504,5396,"squareness",0,21.7899,-0.550164,0.00013417,-7.34629255
1505,5395,"villainess",0,21.8043,-0.550164,0.00013417,-7.34629255
1506,5394,"walloping",0,21.8188,-0.550164,0.00013417,-7.34629255
1507,5393,"oxidase",0,21.8333,-0.550164,0.00013417,-7.34629255
1508,5392,"bioweapon",0,21.8478,-0.550164,0.00013417,-7.34629255
1509,5391,"encircled",0,21.8623,-0.550164,0.00013417,-7.34629255
1510,5390,"coltish",0,21.8768,-0.550164,0.00013417,-7.34629255
1511,5389,"macerate",0,21.8913,-0.550164,0.00013417,-7.34629255
1512,5388,"col",0,21.9058,-0.550164,0.00013417,-7.34629255
1513,5387,"showboat",0,21.9203,-0.550164,0.00013417,-7.34629255
1514,5386,"factuality",0,21.9348,-0.550164,0.00013417,-7.34629255
1515,5385,"ceramicist",0,21.9493,-0.550164,0.00013417,-7.34629255
1516,5384,"fantasia",0,21.9638,-0.550164,0.00013417,-7.34629255
1517,5383,"plebe",0,21.9783,-0.550164,0.00013417,-7.34629255
1518,5382,"pimpled",0,21.9928,-0.550164,0.00013417,-7.34629255
1519,5381,"slimeball",0,22.0072,-0.550164,0.00013417,-7.34629255
1520,5380,"overestimate",0,22.0217,-0.550164,0.00013417,-7.34629255
1521,5379,"picketer",0,22.0362,-0.550164,0.00013417,-7.34629255
1522,5378,"unranked",0,22.0507,-0.550164,0.00013417,-7.34629255
1523,5377,"lamplit",0,22.0652,-0.550164,0.00013417,-7.34629255
1524,5376,"dispositive",0,22.0797,-0.550164,0.00013417,-7.34629255
1525,5375,"therewith",0,22.0942,-0.550164,0.00013417,-7.34629255
1526,5374,"multileveled",0,22.1087,-0.550164,0.00013417,-7.34629255
1527,5373,"obelisk",0,22.1232,-0.550164,0.00013417,-7.34629255
1528,5372,"Yoruba",0,22.1377,-0.550164,0.00013417,-7.34629255
1529,5371,"spastically",0,22.1522,-0.550164,0.00013417,-7.34629255
1530,5370,"indigence",0,22.1667,-0.550164,0.00013417,-7.34629255
1531,5369,"interpreting",0,22.1812,-0.550164,0.00013417,-7.34629255
1532,5368,"distastefully",0,22.1957,-0.550164,0.00013417,-7.34629255
1533,5367,"commonalty",0,22.2101,-0.550164,0.00013417,-7.34629255
1534,5366,"nugatory",0,22.2246,-0.550164,0.00013417,-7.34629255
1535,5365,"airway",0,22.2391,-0.550164,0.00013417,-7.34629255
1536,5364,"hortatory",0,22.2536,-0.550164,0.00013417,-7.34629255
1537,5363,"wadi",0,22.2681,-0.550164,0.00013417,-7.34629255
1538,5362,"narratively",0,22.2826,-0.550164,0.00013417,-7.34629255
1539,5361,"pecker",0,22.2971,-0.550164,0.00013417,-7.34629255
1540,5360,"portobello",0,22.3116,-0.550164,0.00013417,-7.34629255
1541,5359,"powerboat",0,22.3261,-0.550164,0.00013417,-7.34629255
1542,5358,"externalization",0,22.3406,-0.550164,0.00013417,-7.34629255
1543,5357,"Laotian",0,22.3551,-0.550164,0.00013417,-7.34629255
1544,5356,"bollard",0,22.3696,-0.550164,0.00013417,-7.34629255
1545,5355,"neutralizing",0,22.3841,-0.550164,0.00013417,-7.34629255
1546,5354,"Panamanian",0,22.3986,-0.550164,0.00013417,-7.34629255
1547,5353,"compulsiveness",0,22.4130,-0.550164,0.00013417,-7.34629255
1548,5352,"particularized",0,22.4275,-0.550164,0.00013417,-7.34629255
1549,5351,"squamous",0,22.4420,-0.550164,0.00013417,-7.34629255
1550,5350,"calcareous",0,22.4565,-0.550164,0.00013417,-7.34629255
1551,5349,"shuddering",0,22.4710,-0.550164,0.00013417,-7.34629255
1552,5348,"dilatory",0,22.4855,-0.550164,0.00013417,-7.34629255
1553,5347,"collectivism",0,22.5000,-0.550164,0.00013417,-7.34629255
1554,5346,"spectacled",0,22.5145,-0.550164,0.00013417,-7.34629255
1555,5345,"bejeezus",0,22.5290,-0.550164,0.00013417,-7.34629255
1556,5344,"weightiness",0,22.5435,-0.550164,0.00013417,-7.34629255
1557,5343,"childlessness",0,22.5580,-0.550164,0.00013417,-7.34629255
1558,5342,"metalhead",0,22.5725,-0.550164,0.00013417,-7.34629255
1559,5341,"avionics",0,22.5870,-0.550164,0.00013417,-7.34629255
1560,5340,"beneficially",0,22.6014,-0.550164,0.00013417,-7.34629255
1561,5339,"ringless",0,22.6159,-0.550164,0.00013417,-7.34629255
1562,5338,"voiced",0,22.6304,-0.550164,0.00013417,-7.34629255
1563,5337,"scald",0,22.6449,-0.550164,0.00013417,-7.34629255
1564,5336,"wiz",0,22.6594,-0.461011,0.00013592,-7.34540103
1565,5335,"capturing",0,22.6739,-0.461011,0.00013592,-7.34540103
1566,5334,"sated",0,22.6884,-0.461011,0.00013592,-7.34540103
1567,5333,"synchronous",0,22.7029,-0.461011,0.00013592,-7.34540103
1568,5332,"gristmill",0,22.7174,-0.461011,0.00013592,-7.34540103
1569,5331,"revolutionized",0,22.7319,-0.461011,0.00013592,-7.34540103
1570,5330,"massager",0,22.7464,-0.461011,0.00013592,-7.34540103
1571,5329,"divorcing",0,22.7609,-0.461011,0.00013592,-7.34540103
1572,5328,"blazon",0,22.7754,-0.461011,0.00013592,-7.34540103
1573,5327,"cartload",0,22.7899,-0.461011,0.00013592,-7.34540103
1574,5326,"telecommuting",0,22.8043,-0.461011,0.00013592,-7.34540103
1575,5325,"kimchi",0,22.8188,-0.461011,0.00013592,-7.34540103
1576,5324,"hidalgo",0,22.8333,-0.461011,0.00013592,-7.34540103
1577,5323,"pasturage",0,22.8478,-0.461011,0.00013592,-7.34540103
1578,5322,"rearranging",0,22.8623,-0.461011,0.00013592,-7.34540103
1579,5321,"aerialist",0,22.8768,-0.461011,0.00013592,-7.34540103
1580,5320,"fogged",0,22.8913,-0.461011,0.00013592,-7.34540103
1581,5319,"swingset",0,22.9058,-0.461011,0.00013592,-7.34540103
1582,5318,"usability",0,22.9203,-0.461011,0.00013592,-7.34540103
1583,5317,"neutering",0,22.9348,-0.461011,0.00013592,-7.34540103
1584,5316,"gendarme",0,22.9493,-0.461011,0.00013592,-7.34540103
1585,5315,"abscessed",0,22.9638,-0.461011,0.00013592,-7.34540103
1586,5314,"catnap",0,22.9783,-0.461011,0.00013592,-7.34540103
1587,5313,"maidservant",0,22.9928,-0.461011,0.00013592,-7.34540103
1588,5312,"grey",0,23.0072,-0.461011,0.00013592,-7.34540103
1589,5311,"vengefully",0,23.0217,-0.461011,0.00013592,-7.34540103
1590,5310,"blundering",0,23.0362,-0.461011,0.00013592,-7.34540103
1591,5309,"quadruped",0,23.0507,-0.461011,0.00013592,-7.34540103
1592,5308,"questionably",0,23.0652,-0.461011,0.00013592,-7.34540103
1593,5307,"phantasm",0,23.0797,-0.461011,0.00013592,-7.34540103
1594,5306,"straying",0,23.0942,-0.461011,0.00013592,-7.34540103
1595,5305,"encyclical",0,23.1087,-0.461011,0.00013592,-7.34540103
1596,5304,"antedate",0,23.1232,-0.461011,0.00013592,-7.34540103
1597,5303,"drudge",0,23.1377,-0.461011,0.00013592,-7.34540103
1598,5302,"intelligibly",0,23.1522,-0.461011,0.00013592,-7.34540103
1599,5301,"domicile",0,23.1667,-0.461011,0.00013592,-7.34540103
1600,5300,"sandman",0,23.1812,-0.461011,0.00013592,-7.34540103
1601,5299,"timekeeping",0,23.1957,-0.461011,0.00013592,-7.34540103
1602,5298,"triangulation",0,23.2101,-0.461011,0.00013592,-7.34540103
1603,5297,"suntanned",0,23.2246,-0.461011,0.00013592,-7.34540103
1604,5296,"singleton",0,23.2391,-0.461011,0.00013592,-7.34540103
1605,5295,"antipathetic",0,23.2536,-0.461011,0.00013592,-7.34540103
1606,5294,"embryologist",0,23.2681,-0.461011,0.00013592,-7.34540103
1607,5293,"noncommittally",0,23.2826,-0.461011,0.00013592,-7.34540103
1608,5292,"deforested",0,23.2971,-0.461011,0.00013592,-7.34540103
1609,5291,"warfarin",0,23.3116,-0.461011,0.00013592,-7.34540103
1610,5290,"frosh",0,23.3261,-0.461011,0.00013592,-7.34540103
1611,5289,"redoubled",0,23.3406,-0.461011,0.00013592,-7.34540103
1612,5288,"pitying",0,23.3551,-0.461011,0.00013592,-7.34540103
1613,5287,"taxman",0,23.3696,-0.461011,0.00013592,-7.34540103
1614,5286,"boosterism",0,23.3841,-0.461011,0.00013592,-7.34540103
1615,5285,"imperium",0,23.3986,-0.461011,0.00013592,-7.34540103
1616,5284,"hydrofoil",0,23.4130,-0.461011,0.00013592,-7.34540103
1617,5283,"tarpon",0,23.4275,-0.461011,0.00013592,-7.34540103
1618,5282,"Moorish",0,23.4420,-0.461011,0.00013592,-7.34540103
1619,5281,"millipede",0,23.4565,-0.461011,0.00013592,-7.34540103
1620,5280,"silica",0,23.4710,-0.461011,0.00013592,-7.34540103
1621,5279,"secularist",0,23.4855,-0.461011,0.00013592,-7.34540103
1622,5278,"iridium",0,23.5000,-0.461011,0.00013592,-7.34540103
1623,5277,"verbosity",0,23.5145,-0.461011,0.00013592,-7.34540103
1624,5276,"disclosed",0,23.5290,-0.461011,0.00013592,-7.34540103
1625,5275,"undiscriminating",0,23.5435,-0.461011,0.00013592,-7.34540103
1626,5274,"canvas",0,23.5580,-0.461011,0.00013592,-7.34540103
1627,5273,"badgering",0,23.5725,-0.461011,0.00013592,-7.34540103
1628,5272,"botulinum",0,23.5870,-0.461011,0.00013592,-7.34540103
1629,5271,"undeservedly",0,23.6014,-0.461011,0.00013592,-7.34540103
1630,5270,"retractor",0,23.6159,-0.461011,0.00013592,-7.34540103
1631,5269,"phenomenological",0,23.6304,-0.461011,0.00013592,-7.34540103
1632,5268,"typeface",0,23.6449,-0.461011,0.00013592,-7.34540103
1633,5267,"ballcarrier",0,23.6594,-0.461011,0.00013592,-7.34540103
1634,5266,"fetishism",0,23.6739,-0.461011,0.00013592,-7.34540103
1635,5265,"exultantly",0,23.6884,-0.461011,0.00013592,-7.34540103
1636,5264,"wraith",0,23.7029,-0.461011,0.00013592,-7.34540103
1637,5263,"misquote",0,23.7174,-0.461011,0.00013592,-7.34540103
1638,5262,"gutter",0,23.7319,-0.461011,0.00013592,-7.34540103
1639,5261,"instrumented",0,23.7464,-0.461011,0.00013592,-7.34540103
1640,5260,"inculcation",0,23.7609,-0.461011,0.00013592,-7.34540103
1641,5259,"styler",0,23.7754,-0.461011,0.00013592,-7.34540103
1642,5258,"mammography",0,23.7899,-0.461011,0.00013592,-7.34540103
1643,5257,"flatbread",0,23.8043,-0.461011,0.00013592,-7.34540103
1644,5256,"reclassification",0,23.8188,-0.461011,0.00013592,-7.34540103
1645,5255,"nonsignificant",0,23.8333,-0.461011,0.00013592,-7.34540103
1646,5254,"syntactical",0,23.8478,-0.461011,0.00013592,-7.34540103
1647,5253,"amine",0,23.8623,-0.461011,0.00013592,-7.34540103
1648,5252,"astuteness",0,23.8768,-0.461011,0.00013592,-7.34540103
1649,5251,"Malaysian",0,23.8913,-0.461011,0.00013592,-7.34540103
1650,5250,"neuropsychology",0,23.9058,-0.461011,0.00013592,-7.34540103
1651,5249,"moisturize",0,23.9203,-0.461011,0.00013592,-7.34540103
1652,5248,"searchingly",0,23.9348,-0.461011,0.00013592,-7.34540103
1653,5247,"episodic",0,23.9493,-0.461011,0.00013592,-7.34540103
1654,5246,"waterspout",0,23.9638,-0.461011,0.00013592,-7.34540103
1655,5245,"symbiotically",0,23.9783,-0.461011,0.00013592,-7.34540103
1656,5244,"yonder",0,23.9928,-0.461011,0.00013592,-7.34540103
1657,5243,"manure",0,24.0072,-0.461011,0.00013592,-7.34540103
1658,5242,"oddment",0,24.0217,-0.461011,0.00013592,-7.34540103
1659,5241,"stave",0,24.0362,-0.461011,0.00013592,-7.34540103
1660,5240,"lube",0,24.0507,-0.461011,0.00013592,-7.34540103
1661,5239,"unhelpfully",0,24.0652,-0.461011,0.00013592,-7.34540103
1662,5238,"stylization",0,24.0797,-0.461011,0.00013592,-7.34540103
1663,5237,"tamely",0,24.0942,-0.461011,0.00013592,-7.34540103
1664,5236,"Neolithic",0,24.1087,-0.461011,0.00013592,-7.34540103
1665,5235,"flyboy",0,24.1232,-0.461011,0.00013592,-7.34540103
1666,5234,"wickedest",0,24.1377,-0.461011,0.00013592,-7.34540103
1667,5233,"jazzman",0,24.1522,-0.461011,0.00013592,-7.34540103
1668,5232,"authoritarian",0,24.1667,-0.461011,0.00013592,-7.34540103
1669,5231,"indefatigably",0,24.1812,-0.461011,0.00013592,-7.34540103
1670,5230,"casbah",0,24.1957,-0.461011,0.00013592,-7.34540103
1671,5229,"plotless",0,24.2101,-0.461011,0.00013592,-7.34540103
1672,5228,"headlining",0,24.2246,-0.461011,0.00013592,-7.34540103
1673,5227,"conductivity",0,24.2391,-0.461011,0.00013592,-7.34540103
1674,5226,"provoking",0,24.2536,-0.461011,0.00013592,-7.34540103
1675,5225,"primed",0,24.2681,-0.461011,0.00013592,-7.34540103
1676,5224,"scrunchie",0,24.2826,-0.461011,0.00013592,-7.34540103
1677,5223,"carnelian",0,24.2971,-0.461011,0.00013592,-7.34540103
1678,5222,"ionizing",0,24.3116,-0.461011,0.00013592,-7.34540103
1679,5221,"disapprobation",0,24.3261,-0.461011,0.00013592,-7.34540103
1680,5220,"hydrochloride",0,24.3406,-0.461011,0.00013592,-7.34540103
1681,5219,"ineffably",0,24.3551,-0.461011,0.00013592,-7.34540103
1682,5218,"unpleasantry",0,24.3696,-0.461011,0.00013592,-7.34540103
1683,5217,"partyer",0,24.3841,-0.461011,0.00013592,-7.34540103
1684,5216,"shrimping",0,24.3986,-0.461011,0.00013592,-7.34540103
1685,5215,"distributing",0,24.4130,-0.461011,0.00013592,-7.34540103
1686,5214,"citron",0,24.4275,-0.461011,0.00013592,-7.34540103
1687,5213,"attractant",0,24.4420,-0.461011,0.00013592,-7.34540103
1688,5212,"canasta",0,24.4565,-0.461011,0.00013592,-7.34540103
1689,5211,"heliport",0,24.4710,-0.461011,0.00013592,-7.34540103
1690,5210,"roan",0,24.4855,-0.461011,0.00013592,-7.34540103
1691,5209,"adolescent",0,24.5000,-0.461011,0.00013592,-7.34540103
1692,5208,"hemp",0,24.5145,-0.461011,0.00013592,-7.34540103
1693,5207,"mala",0,24.5290,-0.461011,0.00013592,-7.34540103
1694,5206,"asymptomatic",0,24.5435,-0.461011,0.00013592,-7.34540103
1695,5205,"sexualized",0,24.5580,-0.461011,0.00013592,-7.34540103
1696,5204,"unhampered",0,24.5725,-0.461011,0.00013592,-7.34540103
1697,5203,"flammability",0,24.5870,-0.461011,0.00013592,-7.34540103
1698,5202,"hoodie",0,24.6014,-0.461011,0.00013592,-7.34540103
1699,5201,"froufrou",0,24.6159,-0.461011,0.00013592,-7.34540103
1700,5200,"toile",0,24.6304,-0.461011,0.00013592,-7.34540103
1701,5199,"plover",0,24.6449,-0.461011,0.00013592,-7.34540103
1702,5198,"statism",0,24.6594,-0.461011,0.00013592,-7.34540103
1703,5197,"chuck",0,24.6739,-0.461011,0.00013592,-7.34540103
1704,5196,"flatworm",0,24.6884,-0.461011,0.00013592,-7.34540103
1705,5195,"scrollwork",0,24.7029,-0.461011,0.00013592,-7.34540103
1706,5194,"goy",0,24.7174,-0.461011,0.00013592,-7.34540103
1707,5193,"ravel",0,24.7319,-0.461011,0.00013592,-7.34540103
1708,5192,"gastronome",0,24.7464,-0.461011,0.00013592,-7.34540103
1709,5191,"premiere",0,24.7609,-0.461011,0.00013592,-7.34540103
1710,5190,"heedlessness",0,24.7754,-0.461011,0.00013592,-7.34540103
1711,5189,"unidentified",0,24.7899,-0.461011,0.00013592,-7.34540103
1712,5188,"fumbled",0,24.8043,-0.461011,0.00013592,-7.34540103
1713,5187,"anarchism",0,24.8188,-0.461011,0.00013592,-7.34540103
1714,5186,"maidenly",0,24.8333,-0.461011,0.00013592,-7.34540103
1715,5185,"quartile",0,24.8478,-0.461011,0.00013592,-7.34540103
1716,5184,"chocolatier",0,24.8623,-0.461011,0.00013592,-7.34540103
1717,5183,"snooper",0,24.8768,-0.461011,0.00013592,-7.34540103
1718,5182,"jitney",0,24.8913,-0.461011,0.00013592,-7.34540103
1719,5181,"pyromaniac",0,24.9058,-0.461011,0.00013592,-7.34540103
1720,5180,"aeroplane",0,24.9203,-0.461011,0.00013592,-7.34540103
1721,5179,"bioscience",0,24.9348,-0.461011,0.00013592,-7.34540103
1722,5178,"sulking",0,24.9493,-0.461011,0.00013592,-7.34540103
1723,5177,"armour",0,24.9638,-0.461011,0.00013592,-7.34540103
1724,5176,"mutagenic",0,24.9783,-0.461011,0.00013592,-7.34540103
1725,5175,"offending",0,24.9928,-0.461011,0.00013592,-7.34540103
1726,5174,"fizzing",0,25.0072,-0.461011,0.00013592,-7.34540103
1727,5173,"cockerel",0,25.0217,-0.461011,0.00013592,-7.34540103
1728,5172,"polycarbonate",0,25.0362,-0.461011,0.00013592,-7.34540103
1729,5171,"disfavored",0,25.0507,-0.461011,0.00013592,-7.34540103
1730,5170,"listenership",0,25.0652,-0.461011,0.00013592,-7.34540103
1731,5169,"separateness",0,25.0797,-0.461011,0.00013592,-7.34540103
1732,5168,"incorruptibility",0,25.0942,-0.461011,0.00013592,-7.34540103
1733,5167,"depositor",0,25.1087,-0.461011,0.00013592,-7.34540103
1734,5166,"ultima",0,25.1232,-0.461011,0.00013592,-7.34540103
1735,5165,"nonconformity",0,25.1377,-0.461011,0.00013592,-7.34540103
1736,5164,"predecease",0,25.1522,-0.461011,0.00013592,-7.34540103
1737,5163,"paediatrician",0,25.1667,-0.461011,0.00013592,-7.34540103
1738,5162,"readability",0,25.1812,-0.461011,0.00013592,-7.34540103
1739,5161,"icemaker",0,25.1957,-0.461011,0.00013592,-7.34540103
1740,5160,"papilloma",0,25.2101,-0.461011,0.00013592,-7.34540103
1741,5159,"majolica",0,25.2246,-0.461011,0.00013592,-7.34540103
1742,5158,"newel",0,25.2391,-0.461011,0.00013592,-7.34540103
1743,5157,"unindicted",0,25.2536,-0.461011,0.00013592,-7.34540103
1744,5156,"masquerade",0,25.2681,-0.461011,0.00013592,-7.34540103
1745,5155,"contemporaneity",0,25.2826,-0.461011,0.00013592,-7.34540103
1746,5154,"lanolin",0,25.2971,-0.461011,0.00013592,-7.34540103
1747,5153,"bathetic",0,25.3116,-0.461011,0.00013592,-7.34540103
1748,5152,"campo",0,25.3261,-0.461011,0.00013592,-7.34540103
1749,5151,"jewellery",0,25.3406,-0.461011,0.00013592,-7.34540103
1750,5150,"post",0,25.3551,-0.461011,0.00013592,-7.34540103
1751,5149,"amaranth",0,25.3696,-0.461011,0.00013592,-7.34540103
1752,5148,"alluringly",0,25.3841,-0.461011,0.00013592,-7.34540103
1753,5147,"rapier",0,25.3986,-0.461011,0.00013592,-7.34540103
1754,5146,"vivo",0,25.4130,-0.461011,0.00013592,-7.34540103
1755,5145,"swarming",0,25.4275,-0.461011,0.00013592,-7.34540103
1756,5144,"Koranic",0,25.4420,-0.461011,0.00013592,-7.34540103
1757,5143,"abracadabra",0,25.4565,-0.461011,0.00013592,-7.34540103
1758,5142,"impotently",0,25.4710,-0.461011,0.00013592,-7.34540103
1759,5141,"postsecondary",0,25.4855,-0.461011,0.00013592,-7.34540103
1760,5140,"reword",0,25.5000,-0.371858,0.00013766,-7.34450950
1761,5139,"resurfacing",0,25.5145,-0.371858,0.00013766,-7.34450950
1762,5138,"caregiving",0,25.5290,-0.371858,0.00013766,-7.34450950
1763,5137,"learnable",0,25.5435,-0.371858,0.00013766,-7.34450950
1764,5136,"stubbled",0,25.5580,-0.371858,0.00013766,-7.34450950
1765,5135,"kilim",0,25.5725,-0.371858,0.00013766,-7.34450950
1766,5134,"collectivist",0,25.5870,-0.371858,0.00013766,-7.34450950
1767,5133,"bohemia",0,25.6014,-0.371858,0.00013766,-7.34450950
1768,5132,"woodlot",0,25.6159,-0.371858,0.00013766,-7.34450950
1769,5131,"prophylactic",0,25.6304,-0.371858,0.00013766,-7.34450950
1770,5130,"gruelling",0,25.6449,-0.371858,0.00013766,-7.34450950
1771,5129,"bioavailability",0,25.6594,-0.371858,0.00013766,-7.34450950
1772,5128,"decalogue",0,25.6739,-0.371858,0.00013766,-7.34450950
1773,5127,"motherfucker",0,25.6884,-0.371858,0.00013766,-7.34450950
1774,5126,"proboscis",0,25.7029,-0.371858,0.00013766,-7.34450950
1775,5125,"opaquely",0,25.7174,-0.371858,0.00013766,-7.34450950
1776,5124,"duplex",0,25.7319,-0.371858,0.00013766,-7.34450950
1777,5123,"attitudinal",0,25.7464,-0.371858,0.00013766,-7.34450950
1778,5122,"interpolation",0,25.7609,-0.371858,0.00013766,-7.34450950
1779,5121,"posing",0,25.7754,-0.371858,0.00013766,-7.34450950
1780,5120,"compression",0,25.7899,-0.371858,0.00013766,-7.34450950
1781,5119,"birdcall",0,25.8043,-0.371858,0.00013766,-7.34450950
1782,5118,"steers",0,25.8188,-0.371858,0.00013766,-7.34450950
1783,5117,"mocking",0,25.8333,-0.371858,0.00013766,-7.34450950
1784,5116,"presentiment",0,25.8478,-0.371858,0.00013766,-7.34450950
1785,5115,"emptily",0,25.8623,-0.371858,0.00013766,-7.34450950
1786,5114,"headmaster",0,25.8768,-0.371858,0.00013766,-7.34450950
1787,5113,"myrrh",0,25.8913,-0.371858,0.00013766,-7.34450950
1788,5112,"prioritization",0,25.9058,-0.371858,0.00013766,-7.34450950
1789,5111,"affective",0,25.9203,-0.371858,0.00013766,-7.34450950
1790,5110,"absinthe",0,25.9348,-0.371858,0.00013766,-7.34450950
1791,5109,"tomatillo",0,25.9493,-0.371858,0.00013766,-7.34450950
1792,5108,"driverless",0,25.9638,-0.371858,0.00013766,-7.34450950
1793,5107,"secretariat",0,25.9783,-0.371858,0.00013766,-7.34450950
1794,5106,"fatso",0,25.9928,-0.371858,0.00013766,-7.34450950
1795,5105,"verdure",0,26.0072,-0.371858,0.00013766,-7.34450950
1796,5104,"Catalonian",0,26.0217,-0.371858,0.00013766,-7.34450950
1797,5103,"lubricious",0,26.0362,-0.371858,0.00013766,-7.34450950
1798,5102,"evilly",0,26.0507,-0.371858,0.00013766,-7.34450950
1799,5101,"fluorocarbon",0,26.0652,-0.371858,0.00013766,-7.34450950
1800,5100,"scram",0,26.0797,-0.371858,0.00013766,-7.34450950
1801,5099,"toke",0,26.0942,-0.371858,0.00013766,-7.34450950
1802,5098,"decongestant",0,26.1087,-0.371858,0.00013766,-7.34450950
1803,5097,"deified",0,26.1232,-0.371858,0.00013766,-7.34450950
1804,5096,"hireling",0,26.1377,-0.371858,0.00013766,-7.34450950
1805,5095,"chaparral",0,26.1522,-0.371858,0.00013766,-7.34450950
1806,5094,"sward",0,26.1667,-0.371858,0.00013766,-7.34450950
1807,5093,"sleepwalking",0,26.1812,-0.371858,0.00013766,-7.34450950
1808,5092,"behaviorally",0,26.1957,-0.371858,0.00013766,-7.34450950
1809,5091,"piquancy",0,26.2101,-0.371858,0.00013766,-7.34450950
1810,5090,"cannibal",0,26.2246,-0.371858,0.00013766,-7.34450950
1811,5089,"sinecure",0,26.2391,-0.371858,0.00013766,-7.34450950
1812,5088,"coalescing",0,26.2536,-0.371858,0.00013766,-7.34450950
1813,5087,"clumping",0,26.2681,-0.371858,0.00013766,-7.34450950
1814,5086,"wheatgrass",0,26.2826,-0.371858,0.00013766,-7.34450950
1815,5085,"reclaiming",0,26.2971,-0.371858,0.00013766,-7.34450950
1816,5084,"clangor",0,26.3116,-0.371858,0.00013766,-7.34450950
1817,5083,"barberry",0,26.3261,-0.371858,0.00013766,-7.34450950
1818,5082,"rheumatoid",0,26.3406,-0.371858,0.00013766,-7.34450950
1819,5081,"nailed",0,26.3551,-0.371858,0.00013766,-7.34450950
1820,5080,"rotgut",0,26.3696,-0.371858,0.00013766,-7.34450950
1821,5079,"ejector",0,26.3841,-0.371858,0.00013766,-7.34450950
1822,5078,"dissembling",0,26.3986,-0.371858,0.00013766,-7.34450950
1823,5077,"Czarist",0,26.4130,-0.371858,0.00013766,-7.34450950
1824,5076,"facially",0,26.4275,-0.371858,0.00013766,-7.34450950
1825,5075,"papoose",0,26.4420,-0.371858,0.00013766,-7.34450950
1826,5074,"canker",0,26.4565,-0.371858,0.00013766,-7.34450950
1827,5073,"dodging",0,26.4710,-0.371858,0.00013766,-7.34450950
1828,5072,"imagistic",0,26.4855,-0.371858,0.00013766,-7.34450950
1829,5071,"lye",0,26.5000,-0.371858,0.00013766,-7.34450950
1830,5070,"overwintering",0,26.5145,-0.371858,0.00013766,-7.34450950
1831,5069,"erasing",0,26.5290,-0.371858,0.00013766,-7.34450950
1832,5068,"rationalized",0,26.5435,-0.371858,0.00013766,-7.34450950
1833,5067,"monocultural",0,26.5580,-0.371858,0.00013766,-7.34450950
1834,5066,"egotistic",0,26.5725,-0.371858,0.00013766,-7.34450950
1835,5065,"limbless",0,26.5870,-0.371858,0.00013766,-7.34450950
1836,5064,"ricocheting",0,26.6014,-0.371858,0.00013766,-7.34450950
1837,5063,"roadshow",0,26.6159,-0.371858,0.00013766,-7.34450950
1838,5062,"muumuu",0,26.6304,-0.371858,0.00013766,-7.34450950
1839,5061,"tolling",0,26.6449,-0.371858,0.00013766,-7.34450950
1840,5060,"coven",0,26.6594,-0.371858,0.00013766,-7.34450950
1841,5059,"kingship",0,26.6739,-0.371858,0.00013766,-7.34450950
1842,5058,"gayness",0,26.6884,-0.371858,0.00013766,-7.34450950
1843,5057,"lux",0,26.7029,-0.371858,0.00013766,-7.34450950
1844,5056,"treehouse",0,26.7174,-0.371858,0.00013766,-7.34450950
1845,5055,"hatbox",0,26.7319,-0.371858,0.00013766,-7.34450950
1846,5054,"azimuth",0,26.7464,-0.371858,0.00013766,-7.34450950
1847,5053,"houri",0,26.7609,-0.371858,0.00013766,-7.34450950
1848,5052,"salver",0,26.7754,-0.371858,0.00013766,-7.34450950
1849,5051,"bot",0,26.7899,-0.371858,0.00013766,-7.34450950
1850,5050,"grating",0,26.8043,-0.371858,0.00013766,-7.34450950
1851,5049,"ethereally",0,26.8188,-0.371858,0.00013766,-7.34450950
1852,5048,"sonority",0,26.8333,-0.371858,0.00013766,-7.34450950
1853,5047,"bipartisanship",0,26.8478,-0.371858,0.00013766,-7.34450950
1854,5046,"revaluation",0,26.8623,-0.371858,0.00013766,-7.34450950
1855,5045,"covetousness",0,26.8768,-0.371858,0.00013766,-7.34450950
1856,5044,"appreciated",0,26.8913,-0.371858,0.00013766,-7.34450950
1857,5043,"protectorate",0,26.9058,-0.371858,0.00013766,-7.34450950
1858,5042,"aerodynamically",0,26.9203,-0.371858,0.00013766,-7.34450950
1859,5041,"vernal",0,26.9348,-0.371858,0.00013766,-7.34450950
1860,5040,"marrying",0,26.9493,-0.371858,0.00013766,-7.34450950
1861,5039,"premade",0,26.9638,-0.371858,0.00013766,-7.34450950
1862,5038,"concertina",0,26.9783,-0.371858,0.00013766,-7.34450950
1863,5037,"humaneness",0,26.9928,-0.371858,0.00013766,-7.34450950
1864,5036,"sextet",0,27.0072,-0.371858,0.00013766,-7.34450950
1865,5035,"residentially",0,27.0217,-0.371858,0.00013766,-7.34450950
